Comment,Sentiment
আমিও ঈদ মোৰাৱক গান সুনেছি,Positive
চান রাতে কে কে শুনছেন,Positive
২০২১ সালে সবাইকে ঈদের শুভেচ্ছা,Positive
গানটি শুনে আমার শরীরে একটা আনন্দ ফিলিংস আসছে,Positive
এই গান ছাড়া জমে না,Positive
চলছে আমাদের একতা চটপিট হাউজে সারুলিয়া ওয়াসারোড ডেমরা ঢাকা ২০২১,Neutral
চাঁন রাতে কে কে শুনছো,Positive
ঈদ আসতে মাএ এক দিন বাকি,Neutral
বছর ঘুরে আবার ঈদ চলে আসলো সবাই কে ঈদ মোবারক,Positive
কালকে ঈদ তাই আজকে গানটা শুনতে আসলাম,Positive
কাল ঈদ তাই আজকে গানটা শুনতে আসলাম আর শাকিব খানের থেকেও গানটা ভালো হয়েছে,Positive
২০২১ সালে কে দেখছেন এবং কমেন্ট পড়ছেন,Neutral
ঈদে এই গান ছারা চলে না ভাই সবাইকে ঈদ মুবারক,Positive
আলহামদুলিল্লাহ এ গানটা শুনলে মন ভরে ওঠে,Positive
ঈদের সময় কে কে এই গানটি শুনেন,Neutral
এই রমজানে শুনলে লাইক দিন,Positive
আলহামদুলিল্লাহ গানটা শুনলে মন ভরে ওঠে,Positive
আমার এই গানটি খুবি ফেভারিট আর এই গানটায় জিৎ কে দিয়ে গানের সুন্দর টা আরো বাড়িয়ে দিয়েছে,Positive
ঈদ মোবারক সবাইকে শুভেচ্ছা ও অভিনন্দন,Neutral
২০২১ সালের ঈদ মোবারক ঈদের শুভেচ্ছা,Neutral
জিত না হিন্দু তাইনা তাহলে আমাদেৰ মুসলিমদেৰ টুপি পৰেছে কেন এবাৰ আৰ কলাকলি কৰা লাগবে না,Negative
ঈদের উপলক্ষে গান টা শুনতে এলাম আবার ও ২০২১ সালে,Positive
এটি কোন ছবির গান ভাই একটু জানান দয়াকরে,Neutral
অালোতে সুযোগ করে দেয় এবং সেই থেকে বের করে দেওয়া হবে এবং তার সাথে দেখা যাচ্ছে তার সাথে সাথে দেখা গেল তার সাথে কথা বলা যায় এমন একটা কথা আমি মনে নযন,Neutral
ঊঅপড বপ ঠব ঠ ড ড জ জ জ,Neutral
গানটা সুনলেই মনে হচ্ছে ঈদের য়ে কি আনন্দ য়ার জন্য আমরা একটা বছর অপেক্ষা করি,Positive
ঈদ মোবারক সকল ধর্ম প্রান ভাই বোনেরা দাদা চাচারা মামা খালারা,Positive
আমি তো অনেক খুশি যে ঈদ কাছিয়ে এসেছে,Positive
জন্য এই গানটি খুব ভালো হয়েছে ভাইয়া আপনার গানগুলো খুব ভালো আরো গান ছাড়বেন,Positive
আর মাত্র দুই দিন পরে ঈদ,Neutral
এই ঈদে আবারো সুনলাম খুব ভালো লাগলো,Positive
তুমাকে অনেক বেশি সুনদর ছবি করো,Positive
গানটা শুনলেই ঈদ এর একটা ভাব আসে শরিরে,Positive
কে কে আবার ঈদের জন্য শুনতে এসেছ,Neutral
গান টা অনেক ছুনদৰ হৈছে,Positive
আর ২ দিন পর ঈদ,Neutral
কালকে ঈদ আমার মনের মধ্যে একটা ঈদ ঈদ কেমন জানি লাগছে,Positive
আমি আপনার ভিডিও ওএমজি পছন্দ করি আমি,Positive
আলহামদুলিল্লাহ আবারো ঈদের সুবাশ পাচ্ছি,Positive
আজ রোজা ২৫ টা ৫ দিনপর ঈদ,Neutral
ঈদুল ফিতরের ফিতরের ঠিক আছে মুসলমানদের জন্য,Positive
গানটা কিন্তু অনেক সুন্দর আমার কাছে অনেক ফেভারিট গানটা,Positive
আলহামদুলিল্লাহ আজ ২৩ রোজা চলে গেল আর ৭ দিন পর ঈদ,Positive
২০২১ সালে আবারো শুনলাম খুব সুন্দর,Positive
যারা ২০২১সালে রমজান মাসে শুনেছ তারা একটা লাইক দাও,Positive
আমি ছেলেনা জে ভাইয়া বলছেন,Neutral
জারা মুসলিম একটা লাইক দাও,Neutral
আবারো ঈদ চলে এলো ঈদে কে কে শুনবেন গানটা,Positive
৩০টা রোজার পর আমি ঈদ অপেক্ষা করছি,Positive
আবারো ২০২১ এসে সুনলাম আর তোমরা কে কে সুনছো ২০২১ এ,Positive
আকাশে সবসময় খুশিরেই চাঁদ উঠে,Positive
ঈদের দিনে আমরা এ সকল গান বাজাবো না,Negative
ভালোবাসার আরেক নাম আল কোরআন,Neutral
ঈদ আসলেই মানুষ এই গান বাজা,Positive
সুপারস্টার শাকিব খান বলিউড তারকা নার্গিস ফাকরী এক সাথে মুভি চাই,Positive
২০২১ এ কে কে শুনেছেন,Neutral
বস আমার সব সময় নাম্বার ওয়ান,Positive
ঈদ মোবারক না কারেনা ভাইরাস মোবারক,Negative
দূর্গা পূজা জাগায় কেই মুসলমানদের গান ছারে কেন মা দুর্গা গান কি অভাব পরেছে,Negative
এই গানটা খুব ভালো লাগে আমার এবং জিতের সব মুভি গুলো একদম পাঠাপাঠি,Positive
আরো ভাই গানটা কি মজাদার,Positive
ঈদ এসেছে মজা হয়েছে তাইনা ভাই,Positive
এই ঈদের গান আমার খুব ভালো লাগে যাদের ভালো লাগে তারা লাইক দিন,Positive
এই জিৎ দা মাথায় টুপু নিয়েছে ওনি কী প্রসাব পানি নিয়ে ছেন না,Negative
ঈদ মোবারক আপনাদের আগাম জীবন সুখী হক,Positive
এ বছর কুরবানি ঈদে কারা কারা অামার মতো এ গানটি শুনেছেন,Positive
অসাধারণ গান এটি ঈদের জন্য ধন্যবাদ,Positive
আপনারা কোরবানি ইদের গান বানান,Positive
আমার মতো এই গানটি পবিত্র ঈদুল আজহা কে কে দেখেছেন,Positive
এই গান টা ছোট বেলায় আমার প্রিয় ছিলো,Positive
আবারো কোরবানি ঈদ চলে এলো,Neutral
যারা মুসলিম তারা লাইক করুন,Positive
ভাই আপনার গানটা অনেক বেশি নাইচ,Positive
সবাই কে ইদ মুবারক ২০২০,Positive
এই মুভি টা পাচ্ছি না কেন বলেন তো একটু ভাইয়া,Neutral
২০২০ সালের সেরা হলেও ঈদ নেই কারো করোনাভাইরাস,Negative
ইদ আইছে না ওওনাই কিসের গান,Negative
জারা সাবস্ক্রাইপ দিবে আমিও সাবস্কাইপ দিয়ে বন্ধু হইব,Positive
২০২০ সালের ঈদে সবাইকে ঈদের শুভেচ্ছা ও অভিনন্দন,Positive
এই মুভিটা কোথায় গেলে দেখতে পারবো জানাবেন প্লিজ,Positive
মুভিটা আমার দেখা খুব দরকার জানাবেন,Positive
গান টি খুব ভালো লাগলো,Positive
হিন্দু হয়ে ধর্ম বিক্রি করে খেয়েছে,Negative
খুব ভালো লেগেছে গান টা,Positive
এই গান দেকে আমার খুব ভাল লেগেছে,Positive
একমাত্র হিন্দুরায় এত সুন্দর গান গাইতে পারে,Negative
জিৎ দা ইদ মুবারক গান সুপারহিট,Positive
শভা কে ইদ মুবারক ভাই আমি,Neutral
সব সময় তোমার কথা মনে পড়ে,Positive
জিৎ দা যে কোন চরিএে সেরাটা দেয়,Positive
ভুতের মুখে রাম নাম মানায় না,Negative
এই গানটা এক দোম ফাটিয়ে দিছে আসোলে এটা একটা ওছাম গান,Positive
আমার তরফ থেকে তোমাদের সবাইকে জানাই আমার অন্তর থেকে ঈদ মোবারক,Positive
১০২৮ আমি ষবাইকা ঈদের শুভেচ্ছা,Positive
না হ খুব ভালই লাগলো ভিডিও টা,Positive
জিৎ ভাই হিন্দু হয়ে ও এই গানটা করেছে খুব ভাল লেগেছে,Positive
এই গানটা অনেক সুন্দর হয়েছে,Positive
এই গানটা শুনলেই মন ভালো হয়ে যাই কোনো তুলনা হয়না গানটার যতবার শুনি ততবারি ততটাই ভালো লাগে এই গানটা কার কার ভালো লাগে লাইক করো,Positive
ফুল মুভিটা এখন ও দেন না কেন,Neutral
পরী মনি কে খুব সুন্দর লাগে তোমাদের ভাল লাগলে হাত তুলো,Positive
ফিরে তো পাবোনা তোমাকে তবু আর হবেনা তুমি তো আমার এই গানটা হৃদয় খানের,Neutral
এসব বাদ দিয়ে ইসলামের পথে এগিয়ে যাবে,Negative
গান টা খুব ভালো কিন্তু পরি মনি একটা নষ্ট মেয়ে কুওার বাচ্চা,Negative
পরী মনি আপু অসাধারন অভিনয় করেছে,Negative
এটা একটা ভারতীয় মুভি গান,Negative
গান সুন্দর নাচ সুন্দর হয়নি,Positive
আমার কাছে গানটা সেই লাগে,Positive
আমাকে এই গানের মুভিটা দিন প্লিজ,Positive
কারা কারা এই করনার মদ্ধে এই গান শুনতেসেন তারা লাইক করুন,Positive
অনেক দিনে পর বাংলাদেশের একটা গান ভালো লাগল,Positive
সত্যি গানটা খুব সুন্দর হয়েছে,Positive
এই মুভির মান কি বলবেন,Positive
সব চেয়ে ভালো লাগে পরিমনিকে,Positive
এই গানটা আমার খুব প্রিয়,Positive
এই গানের মুভি টা দেন,Positive
এই গান ভালো লাগলো দানা কাতা প্রি,Positive
অনেক সুন্দর হইছে গানটা অামার খুব ভালো লাগছে,Positive
খুব মিষ্টি মেয়েটি গানটা ও অনেক সুন্দর,Positive
সত্যিই গান শুনতে ভালো লেগেছে প্লিজ ছিনেমা ডাউনলোড দিন,Positive
গাণ টা অনেক ভালো লাগলো,Positive
রক্ত ছবি টা পাইনা কেনো,Negative
এই গানটি শুনলে বসন্তকালের কথা মনে পরে,Positive
ও সুন্দর কিন্তু ভালো না,Negative
রক্ত মুভি টা আপলোড দেবেন প্লিজ ভাই,Positive
সত্যি গানটা অনেক সুন্দর হয়েছে,Positive
এ গান ছারার জন্য ধ্যানবাদ,Positive
আমাদের এই গানটা খুব ভালো লাগে আমার বান্ধবীদের ফেমাস,Positive
এই মুভি আছে তোমার কাছে,Neutral
আমার তো অনেক ভালো লাগছে,Positive
অনেক দিন পরে গানটা শোনলাম ভালো লাগলো,Positive
খুব মিষ্টি লাগছে মেয়ে টা কে,Positive
আজ আমাদের নাচের মিস এই নাচটি শিখিয়েছে,Positive
পরিমনি তোমাকে খুব ভালো লাগে,Positive
ভালো লাগছে গান টা শুনতে,Positive
আমার এই গান টা খুব ভালো লাগে আই লাফ পরিমনি,Positive
রুশনের আসল নাম পরান বি বারিয়া,Positive
অনেক দিন পর একটা গান সোনলাম ভালো লাগলো ধন্যবাদ,Positive
কি গান মনে হয় কুকুর গুলো পানিতে পড়বে,Negative
রোসানকে সুপার স্টার হিসেবে দেখতে চাই সাকিবের মুভি আামরা দেখতে চাই না,Negative
গান সুনে মনে রং লেগেছে,Positive
পরীমনি বাংলা নায়িকাদের মধ্যে এক নম্বর সুন্দর এই জন্য ওর এত বদনাম,Negative
এই গান টা খুব সুন্দর,Positive
সুন্দর লেগেছে ভাল লাগলে কমেন্ট করব,Positive
এই গান শ্রনে মুগ্ধ হয়েছি,Positive
গান এবং নাচে মগ্দ আমি,Positive
গানের সাথে নাচ ঠিক আছে,Positive
পরিমনি তুমি সবাইকে ছাড়িয়ে যাবে,Positive
আরে বাই যদি পরিচালক হইতাম তো ওই রকমি পরিচালক হইতাম এরকম চুদুর বুদুর পরিচালক হইতাম না,Negative
সালার পরিচালক বলদ নাকি নায়িকা পানি ডাললো কোথায় আর সেই পানি পরলো কই সব গাজাখোরি ছিন,Negative
ড্রোন এর ব্যাবহার আশাবাদী করলো,Positive
একদম ঠিক ওয়েস্টার্ন এর থেকে বাঙালি সাজে ওকে বেশি সুন্দর লাগে,Positive
পরী মনির ড্যান্স মুভমেন্ট স্লো,Negative
বাংলা মুভি চুরি করে নকল আমি বাংলা মুভি দেখিনা আমি হিন্দি মুভি দেখি না কারো,Negative
পরি মনি তর জামাই কটা খানকি মাগি তিন টা জামাই এক্সক্সক্সক্স নাকিয়া খানকি তর বদা অনেক বড়,Negative
অনেক ভালো হয়েছে নাচ এবং গান,Positive
